id	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
GSM1620779_con	0.0205994629078005	0.00910645234926325	0	0.278177838932069	0.0699755012447516	0.11700900452083	0	0	0	0	0.162755467607448	0	0.294044926348885	0.00267044537656532	0	0.00610196798127514	0	0.00333769830931355	0.0227326611406102	0	0.0134885732811887	0
GSM1620780_con	0.0140790629335832	0.0210275514624038	0.000652847763588717	0.140134139988081	0.169020442353302	0.156163179676246	0	0	0	0	0.229910799878002	0	0.256987142962777	0	0	0.00480635338043505	0	0.00403619353280074	0.00318228606877915	0	0	0
GSM1620781_con	0.0300930807775995	0	0.000460641608853086	0.145403553013717	0.0944544382732206	0.191733267056819	0	0	0	0	0.1894172969162	0	0.331112240995679	0	0	0.00312434968100698	0	0.00481992130495737	0.000351044359676494	0	0.00715776392854806	0.00187240208372362
GSM1620782_con	0.0113224893620621	0.0553131922032424	0.00138971617890849	0.154440581699277	0.0959016390731001	0.149679047433172	0.00102288722782978	0	0	0	0.170441473336936	0	0.326980068597034	0.00159044821489374	0	0	0	0	0.0141510512639704	0	0.0177674054095743	0
GSM1620783_con	0.0241916253189535	0.066031902958933	0	0.210496552769271	0.0869489744478974	0.125803641368301	0	0	0	0	0.119793084778189	0	0.347158860045243	0	0	0.00366715280992134	0	0	0.015908205503291	0	0	0
GSM1620784_con	0.00911967064870204	0.0132035126625824	0	0.260819661980851	0.00714319065198057	0.205229085198457	0	0	0	0	0.167018400906058	0	0.305143719033606	0.00297231949444975	0	0	0	0.000919080530230061	0.0163506451180983	0	0	0.0120807137749851
GSM1620785_con	0.0364454822883451	0.0300855304783023	0	0.185169003574552	0.141762641978096	0.168321109512045	0	0	0	0	0.230929881908212	0	0.197651770242523	0	0	0.00262495275255464	0	0.00511385780311762	0	0	0.001895769462252	0
GSM1620786_con	0.0542938658823466	0.0133917431763334	0	0.171362548539399	0.169732340033931	0.168433630997322	0	0	0	0	0.116741302002769	0	0.281114858411991	0	0	0.00512491415772418	0	0.00405676810454511	0.00388078996755745	0	0.00179816066818367	0.0100690780578976
GSM1620787_con	0.0194634796927709	0.00900286696500948	0	0.218631545500556	0.112451374377678	0.125690742458849	0	0	0	0	0.244907468695394	0	0.248775285571481	0	0	0.00253197653131972	0	0.00309273913285826	0.00882463527837596	0	0.00662788579570812	0
GSM1620788_con	0.0101729585719231	0.0432887697335032	0.0012382370678597	0.178324296924382	0.0693549296984193	0.152842735096123	0	0	0	0	0.246154364308716	0	0.278353595021178	0	0	0	0	0.00288449035165167	0.0028244245523722	0	0	0.0145611986738731
GSM1620789_con	0.0116006972957326	0.0151826847956849	0	0.169293221498616	0.105089599464687	0.161680761049825	0	0	0	0	0.279582790236049	0	0.241515481225	0	0	0.00691267809264258	0	0.00393907141396603	0	0	0	0.00520301492779755
GSM1620790_con	0.0252361220913827	0.0230163804879827	0	0.275428448038594	0.0277068356177876	0.150133440273417	0	0	0	0	0.259507283092365	0	0.20518221817734	0.00633005967272558	0	0	0	0.00148746484932583	0.00655779162012197	0	0	0.0194139560789574
GSM1620791_con	0.0439664037780059	0.0206907901090648	0	0.133480235936337	0.167545821445894	0.166650047165708	0	0	0	0	0.198814892609823	0	0.252382471237216	0	0	0.00289588121728657	0	0.00453039282605272	0	0	0	0.00904306367461032
GSM1620792_con	0.0478387276681147	0	0	0.12734175157099	0.121169684189865	0.154482523883861	0.00448570791783021	0	0	0	0.190523637156881	0	0.328285260697823	0.000992337778804019	0	0.00145176225803199	0	0.00280079750314246	0.0156196955639	0	0	0.00500811381075578
GSM1620793_con	0.0271146133204111	0.0148690266072099	0	0.117757484027009	0.109775589706615	0.201950734426346	0	0	0.00962825366819748	0	0.237842833399149	0	0.252400366266361	0	0	0	0	0.00144546123548889	0.00965592393199824	0	0	0.017559713411214
GSM1620794_con	0.045356982153182	0	0.000371772887141058	0.242282993957606	0.0726680869796673	0.189652712827676	0	0	0	0	0.204585927194579	0	0.211751783599585	0	0	0	0	0.00535845782188513	0	0	0	0.0279712825786786
GSM1620795_con	0.0403393526445486	0.00309031284664056	0	0.174117761442662	0.0574459229066518	0.128521194979742	0	0	0.025038800379771	0	0.262630339038196	0	0.271012052841051	0	0	0.0149452956583513	0	0.00173158049754907	0.0148124724662545	0	0	0.00631491429858242
GSM1620796_con	0.066515429826898	0	0.000136420317686193	0.148785146440784	0.110857015026929	0.185629781953724	0	0	0	0	0.151809471596753	0	0.310562714719608	0.000550882638624631	0	0.00158670775417739	0	0.00393786568011273	0.0101628875761529	0	0	0.00946567646855072
GSM1620797_con	0.0465773155258234	0	0	0.220764686528215	0.118355284250737	0.160739544745782	0	0	0	0	0.154855422629294	0	0.254452232564895	0	0	0.0119662681413873	0	0.00280321349892828	0.0115273098771384	0	0.00594489182180859	0.0120138304159917
GSM1620798_con	0.0191662999803529	0.0194902533519301	0	0.228314565241634	0.146856646246317	0.110072384945376	0	0	0	0	0.25806871128999	0	0.212217200682514	0	0	0.00163788014077155	0	0.00396492195309502	0.000211136168019589	0	0	0
GSM1620799_con	0.0485259588375414	0	0	0.235342451033836	0.0848720281744516	0.0988822347209538	0	0	0	0	0.323669942167588	0	0.17060356951652	0	0	0.0167415400924634	0	0.00378852517846788	0.0175737502781767	0	0	0
GSM1620800_con	0.0459202020604998	0.01657257566495	0	0.138623919956154	0.097350012059391	0.202104215693704	0	0	0	0	0.137258076774919	0	0.303737069112848	0	0	0.0177209171323487	0	0.00362612428879668	0.0127069138345392	0	0.00135839734050895	0.0230215760813398
GSM1620801_con	0.0745516795893574	0	0	0.160231438484932	0.0494109018052882	0.144731792262945	0	0	0.0204409027740374	0	0.245712396656997	0	0.276182145663073	0.00205405439164316	0	0.00440914283653978	0	0.00264503544786182	0.0181702007897629	0	0.001460309297563	0
GSM1620802_con	0.042391584603583	0.00125400174747692	0	0.173418992152478	0.151446316194966	0.147260124478555	0	0	0	0	0.134953902591673	0	0.314434049156278	0.00205127618651096	0	0	0	0.00386413837683127	0.0132415264276614	0	0	0.0156840880839862
GSM1620803_con	0.0409387447823695	0.0278110237314537	0	0.18445325696196	0.168978688228529	0.128470188362292	0	0	0	0	0.220729575560622	0	0.210453515612616	0.00110709328465614	0	0.000465495298392688	0	0.0026654966109525	0.0139269215661566	0	0	0
GSM1620804_con	0.101021302502198	0	0.00547225826965021	0.137173137030203	0.0927774726470996	0.1815405413508	0	0	0	0	0.238739527249029	0	0.224967497568789	0.00202091568420541	0	0	0	0.0027449494157728	0.00347995615583623	0	0	0.0100624421264158
GSM1448335_DILI	0.00409421483881578	0.0148744739770187	0	0.0942023782891803	0	0.154827085277485	0	0	0	0	0.222352204683853	0	0.448729985488291	0.00349339099102628	0	0	0	0.00384060180948055	0.018989316767756	0	0	0.0345963478770931
GSM1448338_DILI	0.0447618731759568	0.0227009691508018	0	0.128551602471148	0.185046762431288	0.131955550203512	0	0	0.00663705679796325	0	0.201480859645111	0	0.264339991300589	0.00371513849218631	0	0	0	0.00449665841432117	0.00631353791712226	0	0	0
GSM1448342_DILI	0.0435065687508988	0	0	0.110844899794862	0.00583255463632493	0.103253977911895	0	0	0.0145041851424469	0	0.205715819236476	0	0.486381460620714	0.00276132264179314	0	0	0	0.00308837386038779	0.00884996816759204	0	0	0.0152608692366099
GSM1448346_DILI	0.00504490879273484	0	0.000135048625779016	0.11784804056263	0.0314901091588255	0.151330115615838	0	0	0.00713038038474816	0	0.210007674560694	0	0.391847313972061	0	0	0.00350708371531893	0	0.0019497642330755	0.0155121738061131	0	0	0.0641973865721828
GSM1448350_DILI	0.0425468356281744	0	0	0.140450346118892	0.126966938002232	0.191726045845919	0	0	0	0	0.127037752612208	0	0.324104758411639	0.00303684113330166	0	0	0	0.00297496885016484	0.0137262228549763	0	0.00280468859273526	0.0246246019497575
GSM1448352_DILI	0.0040726494836103	0.0292748404039919	0	0.122727767413402	0.00113237546629141	0.209327112193491	0	0	0	0	0.199687047471048	0	0.410762102140766	0.0044666761514116	0	0	0	0.0018076596037388	0.0167417696722486	0	0	0
GSM1448356_DILI	0.0608195919649672	0	0.00576116673047845	0.129957785350351	0.148874267681814	0.0941500826966039	0	0	0.0152060680661449	0	0.216249373285664	0	0.30900590408046	0	0	0.00286969381244233	0	0	0.00906816977367229	0	0.000825372372666932	0.00721252418473582
GSM1448360_DILI	0.016393439564798	0.0106413514519371	0	0.213205701770773	0	0.10928788467987	0	0	0.0115005063206677	0	0.202070488119862	0	0.410014759920708	0.0145452968408636	0	0	0	0.00261641522026007	0.00972415611025985	0	0	0
GSM1448364_DILI	0.0345143644321777	0.0162878850781409	0	0.146794954796183	0.149008535375244	0.158971015019619	0	0	0.0266471099852042	0	0.150986560472718	0	0.296734452915931	0.00249579912477483	0	0	0	0.00431241265817768	0.00365394654902218	0	0	0.00959296359280787
GSM1448368_DILI	0.0368274168389904	0.00201864367518807	0.00682176498763645	0.0918715931088828	0.108152748818343	0.117149631049421	0	0	0	0	0.252888315362084	0	0.357543815055768	0.00334127604878071	0	0.00423900560783048	0	0.00446326955665803	0.0135294691185419	0	0.00115305077187572	0
GSM1448371_DILI	0.0395692950133674	0.012511101629731	0	0.335366697258534	0.0960222780482933	0.0532440104431798	0	0	0	0	0.216234147289945	0	0.239491036712694	0	0	0.000507691151063787	0	0.00475445597380404	0	0	0.00229928647938748	0
GSM1448375_DILI	0.0579909995346638	0	0	0.259025820925728	0	0.102137436248358	0	0	0.0144999639113803	0	0.19194443020047	0	0.343903554767387	0.00401015158182418	0	0	0	0.00460068234844405	0.000288805236818306	0	0	0.0215981552449275
GSM1448378_DILI	0.014934635372056	0.0216275466214983	0	0.0700473958590065	0	0.16081648063602	0	0	0	0	0.211765933335227	0	0.47303669497411	0.000170445794161358	0	0	0	0.00600367879335146	0	0	0	0.0415971886145686
GSM1448380_DILI	0.0149070632780357	0.015412155298323	0.00900250098221502	0.180764427684469	0.0215099133477777	0.122678785093408	0	0	0	0	0.18846560917181	0	0.382873907802486	0.000193809024114233	0.00221160135204223	0	0	0.00398224312385803	0.0137939258950799	0	0	0.0442040579463815
GSM1448383_DILI	0.0654044115964175	0	0.00278882445537531	0.197754141134083	0.0745808378522256	0.128027709705378	0	0	0.00342260577855322	0	0.128276799501397	0	0.345551001958417	0.00529671409318007	0	0	0	0.00490394708756533	0.016242730288934	0	0	0.0277502765484744
GSM1448386_DILI	0.0276304487825122	0.0139703198476386	0.0113941363114329	0.113650425425932	0.0128713871172766	0.168625523322542	0	0	0	0	0.109846106496504	0	0.444649033466913	0.00443323389063062	0	0	0	0.00281180940855687	0.0175717479731779	0	0	0.0725458279568841
GSM1448389_DILI	0.0375931842116056	0	0	0.136139401380352	0	0.192617553440926	0	0	0	0	0.17870342774161	0	0.437472108126087	0.00666978102918203	0	0	0	0.0033007720144449	0.00750377205579197	0	0	0
GSM1448391_DILI	0.0763333919288127	0	0	0.226612845877497	0.0514612171480942	0.110205090648122	0	0	0.0194868881067975	0	0.17044591345378	0	0.323949743607948	0.00229490449356253	0	0.00202391891972401	0	0.00356186226302142	0.0130004820952222	0	0.000623741457417609	0
GSM1448395_DILI	0.0440354200074147	0.0215307919358781	0	0.130729862737901	0.0645826095060432	0.142067867934598	0.0117958409861355	0	0	0	0.0801215637650355	0	0.450505905153787	0.000184886969577967	0	0.00749694422667309	0	0.00677362575747423	0	0	0	0.040174681019481
GSM1448398_DILI	0.0395433736009147	0.000643457277109413	0	0.0988547560321362	0.0650621159189681	0.158016521158898	0	0	0	0	0.160025779138134	0	0.442291738892321	0	0	0	0	0.00299492345540395	0.0157400058048206	0	0	0.016827328721295
GSM1448401_DILI	0.0379572526916877	0	0	0.135979498548339	0.205159060331272	0.0493542491297342	0	0	0.0031871970112124	0	0.197133186187034	0	0.321998605985604	0	0	0.00388620068459993	0	0.00531853061954472	0	0	0	0.040026218810973
GSM1448405_DILI	0.0295258128943663	0.010143372807186	0.000755928755580565	0.231777404031954	0.0672639773011327	0.0340936686403933	0	0	0.0365089088147443	0	0.223907306013616	0	0.335782303589453	0	0	0.00444543932492974	0	0.00431569234518569	0	0	0	0.0214801854814581
GSM1448409_DILI	0.0401786785451831	0.0285568870027387	0	0.277091382473368	0.0462176202197846	0.135067255637556	0	0	0.0203899672310536	0	0.169940583325878	0	0.255596215817293	0	0	0.00210687020182605	0	0.00366707336393982	0.00603712660599647	0	0	0.0151503395753825
GSM1448413_DILI	0.0323788132584946	0	0	0.260231130036142	0.042921415744519	0.0860527694355178	0	0	0.0271193775157463	0	0.182254015362592	0	0.335782850435295	0.00344712365227141	0	0	0	0.00395587304585043	0.0050130330253496	0	0	0.0208435984882218
GSM1448417_DILI	0.0548803226520913	0.014294517226551	0.0317804005662547	0.191554818641329	0.0463126695574274	0.178947640536041	0	0	0.0015458099639547	0	0.143084358736032	0	0.323301855260239	0.00456312182318573	0	0	0	0.00261414292232659	0.00712034211456702	0	0	0
GSM1448421_DILI	0.038879548836318	0.0469833284874287	0.0164248137784529	0.14086473890774	0	0.165330694053542	0	0	0	0	0.169581505726266	0	0.352055933827627	0.00109825701110123	0	0	0	0.0034832032114854	0.0100260629534342	0	0	0.0552719132066047
GSM1448425_DILI	0.0447926635276325	0.000398940426568779	0.00673616104630337	0.128296034879458	0.00554709855405155	0.13118372546245	0	0	0.00221741105806648	0	0.26106970085169	0	0.395949534126017	0.00050285929385425	0	0	0	0.00260044093563348	0.00853543543121764	0	0	0.0121699944070568
GSM1448429_DILI	0.0283417455507344	0	0	0.122094107047936	0.0295573273231199	0.122035796714172	0	0	0	0	0.145409554039752	0	0.455362444851704	0	0	0	0	0.00867393084502645	0.0206439822153588	0	0	0.0678811114121962
GSM1448433_DILI	0.0205062806491064	0.0204808820303673	0	0.112157390404934	0	0.128668232374505	0	0	0.0179089362358691	0	0.130210146944456	0	0.510820440343819	0	0	0	0	0.00339225517940774	0.00793811169273687	0	0	0.0479173241447985
GSM1448437_DILI	0.0426829647971434	0	0	0.191686232369659	0.0409381656960489	0.230630283756268	0	0	0	0	0.0679841137732128	0.00444986843788714	0.343297613116949	0	0	0.00348321684283075	0	0.00552095892977317	0.025838308991327	0	0	0.0434882732889014
GSM1448439_DILI	0.0241002414696255	0	0	0.148374741352937	0.0416197395144506	0.14564492941747	0	0	0	0	0.165678780815276	0	0.450955349896673	0	0	0.00443046904704826	0	0.00337618339848452	0.0139499242187144	0	0	0.00186964086932067
GSM1448442_DILI	0.0201131167944288	0	0	0.103076587683265	0.0366131662211576	0.150276796948817	0	0	0.000519656036196518	0	0.145016239365404	0	0.443140495328735	0.0128264619707701	0	0	0	0.00399579961085597	0.0300171438517747	0	0	0.0544045361885951
GSM1448446_DILI	0.0787608501409641	0	0	0.222481839291431	0.0552454380971178	0.0964167009982748	0	0	0.0171295015132121	0	0.18550863719771	0	0.311899263162036	0.00332636592017502	0	0	0	0.00318470903778155	0.0126066328874265	0	0	0.0134400617538709
GSM1448450_DILI	0.0219474532625079	0	0	0.286584530781172	0.0140431617444018	0.102240292719101	0	0	0	0	0.223205837621751	0	0.324306882898062	0	0	0	0	0.0047430837814239	0.00342948687072793	0	0	0.0194992703208525
GSM1448452_DILI	0.00693199656586083	0.0397806843799772	0	0.150664133926703	0.0196616384352004	0.0870337126430804	0	0	0.0064257190122307	0	0.209314471962286	0	0.454948391764034	0	0	0.00348025691662822	0	0.00406011643239782	0.000952789513725081	0	0	0.0167460884478767
GSM1448455_DILI	0.0325980854312091	0	0	0.134219972713908	0.0045260166383523	0.100164217520178	0	0	0.0212360810045109	0	0.145534278682439	0	0.489263619866992	0.00136916542193254	0	0	0	0.00244565992008493	0.0187124904284581	0	0	0.0499304123719356
GSM1448459_DILI	0.0235671007518584	0.0089353327533428	0	0.230056698374609	0.0412190928429298	0.150003712036194	0	0	0	0	0.172759766596075	0	0.357502213071132	0.000103048428557388	0	0.00432799404676948	0	0.00481192301077223	0.00189127062925121	0	0	0.00482184745850869
GSM1448463_DILI	0.0244425719381758	0.024347870429409	0	0.140629360967245	0.0866040111049959	0.1853445033704	0	0	0	0	0.14390255548954	0	0.353168646018916	0.0050231593742072	0	0.00139409401516566	0	0.00239532986625376	0.0197378089993303	0	0	0.013010088426362
GSM1448467_DILI	0.0198496395762879	0.0211879925727979	0.00157604019555963	0.116365392212268	0	0.168865474685141	0	0	0	0	0.171225940162968	0	0.467162602136816	0	0	0.00102311426858281	0	0.00438702669394452	0.002021598148574	0	0	0.0263351793470593
GSM1448468_DILI	0.00704646272005433	0.0199950599399313	0.00314121871302459	0.0816640774849873	0.111200097347558	0.189071635853926	0.00429657244817502	0	0	0	0.19347856893028	0	0.359848506861789	0.00201206751232947	0	0	0	0.00298889532462716	0.00897552264507992	0	0	0.016281314218239
GSM1448471_DILI	0.0308876414593494	0.0133813958303093	0	0.23755775073378	0.148293808925055	0.0908772980000071	0	0	0	0	0.14111123086205	0	0.294999833209118	0	0	0.00140619894713145	0	0.00509260036287338	0.0059201020526551	0	0	0.030472139617672
GSM1448475_DILI	0.0444282135708687	0.0194906253789695	0	0.155096096889004	0.143239317179648	0.0517595451617762	0.0107394782911512	0	0	0	0.13777229788473	0	0.387197418646192	0	0	0.00874031755579204	0	0.00694160238259909	0	0	0	0.0345950870592689
GSM1448479_DILI	0.0187524974349972	0.0212549828361525	0	0.1823754699729	0.132224262152762	0.151906879909483	0	0	0.0235579461159439	0	0.151764208904626	0	0.29726590881012	0.00193823744209667	0	0.000614639699206165	0	0.00326896259320523	0.0150760041285077	0	0	0
GSM1448483_DILI	0.0453837380169094	0	0	0.169579280449408	0.0139624575819723	0.145897462626681	0	0	0	0	0.140157740078963	0	0.422491651805593	0.00145393058327346	0	0	0	0.00400902632145891	0.0121860621116651	0	0	0.0448786504240765
GSM1448485_DILI	0.0612843489159398	0	0	0.0917672201488797	0.155272419610186	0.0666902332836311	0.00528706596700547	0	0	0	0.0651154593104248	0	0.532101086022372	0.0027668860976023	0.00389770763554451	0.00109835489308691	0	0.00421157390914684	0.00511637957871498	0	0	0.00539126462746543
GSM1448489_DILI	0.081493693272601	0	0	0.179427624788985	0.100454624121019	0.115312621632705	0.00706552042703637	0	0.0336692158415476	0	0.0988128564647196	0	0.347172752718645	0	0	0.00680544098734668	0	0.00418371276732016	0.009764927754548	0	0	0.0158370092235272
GSM1448493_DILI	0.0583122675543332	0	0	0.16948653844372	0	0.0844785218127443	0	0	0.00476781333262788	0	0.128875034491318	0	0.478945700590995	0.0020393628317659	0	0	0	0.00546588830763925	0.0227803417641579	0	0	0.0448485308706987
GSM1448497_DILI	0.0230437986503451	0.0186027421479944	0.00739488831890308	0.200858161963738	0.0491817677773944	0.0932328991794257	0	0	0.0347714365491223	0	0.236264993527795	0	0.319496564077002	0	0	0.00240189441771549	0	0.0040712664511803	0.0060021892704003	0	0	0.00467739766898433
GSM1448501_DILI	0.033049114482455	0.00475616544883924	0	0.082901462988732	0.0788981472252563	0.0154386805890653	0.00990967468280078	0	0	0	0.129268787619137	0	0.586352876903474	0	0	0	0	0.00565050875249527	0	0	0	0.0537745813077454
GSM1448505_DILI	0.00726306213121822	0.0125426541465615	0	0.0428016022694582	0.0209231432528169	0.0981635123799054	0	0	0	0	0.0819612033601808	0	0.585180723513074	0	0	0	0	0.00394177556916456	0.0250864641238079	0	0	0.122135859253812
GSM1448508_DILI	0.0338105041749203	0.00584320404880233	0.00318752464561757	0.104267374371822	0.0471951287835288	0.184178839683321	0	0	0	0	0.111724600787116	0	0.432622459746812	0	0	0	0	0.00234895903846337	0.0151194824361843	0	0	0.059701922283413
GSM1448512_DILI	0.0366367259286906	0	0.00344605538506489	0.153008882950867	0.040104601255046	0.190064497939058	0	0	0.0350306748118469	0	0.15275198446742	0	0.343184466457118	0.00249673337759592	0	0	0	0.00151727695344879	0.013832436416397	0	0.00741902903430354	0.020506635023144
GSM1448516_DILI	0.0855418647095929	0	0	0.174400124923363	0.0574737911797742	0.186691324320782	0	0	0	0	0.138048777274629	0	0.310796361078347	0	0	0.00663922988489778	0	0.00332697787372065	0.0133078171544821	0	0.0136538015807665	0.0101199300196451
GSM1448519_DILI	0.0553415465520107	0	0	0.126835306774107	0.010983015592515	0.221009589706016	0.00553610938321923	0	0	0	0.116535786614282	0	0.418306214190095	0.00207379190497592	0	0	0	0.00495230216794444	0.00865145029724515	0	0.000840250711488548	0.0289346361061011
GSM1448523_DILI	0.0449144225993537	0	0	0.120928617342309	0.092025002549419	0.172389316561156	0.00254954355589839	0	0	0	0.106299632270055	0	0.373001304488973	0.00652483525916521	0	0	0	0.0027203174773915	0.024910342290219	0	0.00352535487012166	0.0502113107359381
GSM1448526_DILI	0.029293041883189	0.00276577704633104	0.00207767967207474	0.146850260598699	0.0707971654954305	0.178853155916755	0	0	0	0	0.173798757028589	0	0.368074018335857	0.000691001943635283	0	0	0	0.00349948649438899	0.0102876369647126	0	0	0.0130120186203373
GSM1448530_DILI	0.0246050267238676	0.0506365191838291	0	0.0872084425165685	0.110424409161775	0.173762797551566	0	0	0	0	0.195910212264759	0	0.338829682640133	0	0	0.00284760842974053	0	0.00236924872747235	0	0	0	0.0134060528002877
GSM1448534_DILI	0.085782272278599	0	0.000630749252490101	0.196964455217751	0.046260862334218	0.142579477118882	0	0	0.0282865354826489	0	0.178232841522285	0	0.312225495195937	0	0	0	0	0.00344352044905118	0	0	0	0.00559379114813684
GSM1448538_DILI	0.0322282786800617	0.043420717843752	0.00775801604755357	0.145794474988595	0.107668729537023	0.167424760287204	0	0	0	0	0.173414531531894	0	0.303036353303811	0	0	0.00598684349652466	0	0.00501227873718763	0	0	0	0.00825501554639309
GSM1448541_DILI	0.0318686760881823	0.0415518344074859	0.00102505109821168	0.0981428059558031	0.120879536404679	0.179117099204911	0	0	0	0	0.12887822254441	0	0.370858538194612	0	0	0.00375422626593228	0	0.00245487312872256	0.0141459515359813	0	0	0.00732318517106868
GSM1448545_DILI	0.0365119039715783	0.0126930316899775	0	0.136283772645467	0.0413817802400047	0.138372101742915	0	0	0	0	0.169829264410098	0	0.427575381004988	0.00282179376702516	0	0	0	0.00406005631365565	0.0122684664222093	0	0	0.0182024477920816
